2019-05-03 12:08:02,824 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - STAT - expect_column_values_to_not_be_null - ACHAT_LOC - correctly filled rate (%) - 100.0
2019-05-03 12:08:02,824 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - STAT - expect_column_values_to_be_in_set - ACHAT_LOC - correctly filled rate (%) - 100.0
2019-05-03 12:08:02,824 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 0, value should not be null
2019-05-03 12:08:02,824 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 1, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 2, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 3, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 4, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 5, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 6, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 7, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 8, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 9, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 10, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 11, value should not be null
2019-05-03 12:08:02,825 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 12, value should not be null
2019-05-03 12:08:02,826 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 13, value should not be null
2019-05-03 12:08:02,826 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 14, value should not be null
2019-05-03 12:08:02,826 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 15, value should not be null
2019-05-03 12:08:02,826 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 16, value should not be null
2019-05-03 12:08:02,826 - IMMO - NL - KAMERTJE - 2019-03-01 00:00:00 - ERROR - FILE_CHECK - expect_column_values_to_not_be_null - ADRESSE - Unexpected value: None on line 17, value should not be null
